Body Type,Sex,How Often Shower,Heating Energy Source,Social Activity,How Long TV PC Daily Hour,Energy efficiency,Transport,Vehicle Type,Vehicle Monthly Distance Km,Frequency of Traveling by Air,Industry_Sector,Diet,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,How Long Internet Daily Hour,Individual_Component,Transport_Component,Industry_Component,Scope3_Component,Unified_Target
obese,male,more frequently,wood,often,9,Yes,public,none,149,rarely,Logistics,vegetarian,small,6,49,23,198,0.0,64706.229153879875,408,65312.229153879875
normal,female,twice a day,electricity,never,6,Sometimes,walk/bicycle,none,35,rarely,Automotive Industry,vegan,small,1,27,22,132,0.0,64808.56370013151,192,65132.56370013151
normal,male,daily,natural gas,never,13,Yes,walk/bicycle,none,84,very frequently,Cement Production,pescatarian,extra large,4,4,22,136,0.0,64722.400701292994,172,65030.400701292994
underweight,female,more frequently,electricity,never,13,No,public,none,375,rarely,Cement Production,omnivore,medium,4,15,13,126,0.0,64722.400701292994,248,65096.400701292994
underweight,male,twice a day,natural gas,sometimes,7,No,private,hybrid,4861,rarely,Cement Production,vegan,extra large,7,0,10,134,729.15,64722.400701292994,135,65720.55070129299
overweight,male,more frequently,wood,sometimes,1,Yes,walk/bicycle,none,75,never,Steel Manufacturing,pescatarian,extra large,6,49,0,162,0.0,64683.60898531668,405,65250.60898531668
underweight,male,more frequently,wood,often,4,No,public,none,404,rarely,Steel Manufacturing,omnivore,medium,2,30,23,148,0.0,64683.60898531668,303,65134.60898531668
underweight,male,twice a day,electricity,often,3,Sometimes,walk/bicycle,none,44,rarely,Steel Manufacturing,omnivore,extra large,1,19,18,116,0.0,64683.60898531668,228,65027.60898531668
overweight,female,daily,wood,often,17,Yes,private,lpg,7731,very frequently,Logistics,vegetarian,large,7,50,3,184,2126.7354162162164,64706.229153879875,408,67424.9645700961
overweight,male,daily,wood,sometimes,18,No,walk/bicycle,none,85,rarely,Cement Production,pescatarian,small,2,20,3,186,0.0,64722.400701292994,203,65111.400701292994
overweight,male,daily,natural gas,sometimes,23,Yes,public,none,1080,never,Cement Production,pescatarian,medium,3,1,21,166,0.0,64722.400701292994,141,65029.400701292994
underweight,male,daily,electricity,never,16,Yes,walk/bicycle,none,3,never,Logistics,vegetarian,small,4,26,15,122,0.0,64706.229153879875,255,65083.229153879875
normal,male,twice a day,coal,never,18,No,walk/bicycle,none,17,rarely,Steel Manufacturing,vegetarian,small,6,40,18,216,0.0,64683.60898531668,358,65257.60898531668
normal,male,daily,electricity,often,10,No,walk/bicycle,none,14,rarely,Logistics,vegetarian,extra large,5,45,23,120,0.0,64706.229153879875,373,65199.229153879875
underweight,male,more frequently,wood,often,16,Yes,public,none,1081,rarely,Steel Manufacturing,omnivore,extra large,6,2,4,172,0.0,64683.60898531668,204,65059.60898531668
underweight,female,less frequently,natural gas,often,4,No,public,none,1319,never,Cement Production,pescatarian,extra large,3,20,9,98,0.0,64722.400701292994,224,65044.400701292994
overweight,female,twice a day,natural gas,sometimes,0,Sometimes,private,diesel,7069,frequently,Automotive Industry,pescatarian,small,5,44,11,140,1679.2308514285714,64808.56370013151,376,67003.79455156009
obese,female,less frequently,natural gas,sometimes,3,Yes,walk/bicycle,none,84,frequently,Steel Manufacturing,vegan,extra large,5,36,15,136,0.0,64683.60898531668,290,65109.60898531668
overweight,male,more frequently,natural gas,sometimes,3,Yes,private,electric,5375,frequently,Cement Production,vegetarian,extra large,3,35,15,136,0.0,64722.400701292994,285,65143.400701292994
underweight,male,less frequently,electricity,often,11,No,public,none,363,very frequently,Cement Production,pescatarian,large,1,23,9,102,0.0,64722.400701292994,209,65033.400701292994
normal,female,more frequently,coal,never,20,No,private,diesel,8425,rarely,Automotive Industry,vegetarian,small,4,15,21,210,2001.3467142857144,64808.56370013151,206,67225.91041441723
underweight,male,daily,wood,sometimes,6,Yes,walk/bicycle,none,42,rarely,Cement Production,pescatarian,extra large,2,36,6,142,0.0,64722.400701292994,286,65150.400701292994
underweight,female,more frequently,wood,often,24,Sometimes,walk/bicycle,none,55,rarely,Cement Production,vegetarian,medium,2,8,21,188,0.0,64722.400701292994,141,65051.400701292994
underweight,male,less frequently,natural gas,never,1,Sometimes,walk/bicycle,none,87,rarely,Steel Manufacturing,omnivore,medium,1,34,6,92,0.0,64683.60898531668,291,65066.60898531668
normal,male,more frequently,wood,sometimes,20,No,public,none,401,rarely,Steel Manufacturing,vegetarian,large,1,36,21,190,0.0,64683.60898531668,266,65139.60898531668
underweight,female,twice a day,wood,never,2,Yes,walk/bicycle,none,98,very frequently,Automotive Industry,vegetarian,large,3,48,19,154,0.0,64808.56370013151,354,65316.56370013151
overweight,male,daily,wood,often,2,Yes,walk/bicycle,none,98,never,Automotive Industry,pescatarian,extra large,5,30,1,154,0.0,64808.56370013151,296,65258.56370013151
normal,female,more frequently,natural gas,sometimes,17,Sometimes,walk/bicycle,none,82,frequently,Cement Production,omnivore,small,7,34,11,154,0.0,64722.400701292994,386,65262.400701292994
overweight,female,twice a day,natural gas,sometimes,13,Yes,walk/bicycle,none,14,frequently,Steel Manufacturing,omnivore,extra large,2,41,7,166,0.0,64683.60898531668,342,65191.60898531668
underweight,male,daily,coal,often,7,Sometimes,walk/bicycle,none,14,frequently,Automotive Industry,vegan,small,1,9,2,164,0.0,64808.56370013151,82,65054.56370013151
obese,male,daily,coal,never,20,No,walk/bicycle,none,29,frequently,Automotive Industry,omnivore,medium,3,30,10,230,0.0,64808.56370013151,305,65343.56370013151
underweight,male,daily,wood,sometimes,20,Sometimes,private,diesel,1851,frequently,Logistics,vegetarian,extra large,5,38,0,170,439.7024057142857,64706.229153879875,315,65630.93155959416
underweight,male,more frequently,electricity,sometimes,21,Yes,public,none,225,rarely,Automotive Industry,vegetarian,small,2,50,12,142,0.0,64808.56370013151,342,65292.56370013151
underweight,female,more frequently,coal,sometimes,9,Sometimes,public,none,1651,rarely,Cement Production,vegan,extra large,3,2,20,178,0.0,64722.400701292994,95,64995.400701292994
obese,male,less frequently,coal,often,2,Yes,walk/bicycle,none,47,very frequently,Steel Manufacturing,pescatarian,large,6,49,21,184,0.0,64683.60898531668,426,65293.60898531668
obese,female,daily,wood,never,23,Sometimes,walk/bicycle,none,9,never,Automotive Industry,omnivore,small,7,26,0,216,0.0,64808.56370013151,335,65359.56370013151
overweight,male,daily,electricity,often,12,Sometimes,walk/bicycle,none,69,never,Logistics,pescatarian,small,5,17,21,134,0.0,64706.229153879875,251,65091.229153879875
underweight,male,twice a day,electricity,never,24,Yes,private,diesel,5746,frequently,Steel Manufacturing,vegan,small,7,17,16,158,1364.9540914285715,64683.60898531668,226,66432.56307674525
normal,male,less frequently,coal,never,21,Yes,private,lpg,8498,frequently,Automotive Industry,omnivore,small,3,11,4,192,2337.730897297298,64808.56370013151,204,67542.29459742882
overweight,male,daily,natural gas,never,22,Sometimes,walk/bicycle,none,71,rarely,Logistics,pescatarian,medium,1,5,10,164,0.0,64706.229153879875,120,64990.229153879875
underweight,female,daily,electricity,sometimes,5,No,public,none,1157,frequently,Automotive Industry,vegetarian,medium,5,41,21,100,0.0,64808.56370013151,351,65259.56370013151
normal,male,daily,wood,never,7,Sometimes,walk/bicycle,none,87,frequently,Steel Manufacturing,vegan,extra large,7,21,8,154,0.0,64683.60898531668,238,65075.60898531668
overweight,female,less frequently,natural gas,never,17,No,public,none,603,frequently,Steel Manufacturing,pescatarian,extra large,4,37,17,144,0.0,64683.60898531668,332,65159.60898531668
obese,female,less frequently,electricity,sometimes,18,Yes,private,lpg,2472,never,Steel Manufacturing,vegan,extra large,1,19,5,156,680.0271567567569,64683.60898531668,135,65654.63614207343
normal,male,more frequently,wood,sometimes,20,Sometimes,public,none,105,very frequently,Cement Production,vegan,small,5,16,4,190,0.0,64722.400701292994,179,65091.400701292994
overweight,male,twice a day,coal,often,14,Yes,private,hybrid,8048,frequently,Automotive Industry,vegan,small,4,9,9,218,1207.2,64808.56370013151,134,66367.76370013152
overweight,female,daily,coal,often,14,No,private,lpg,9984,frequently,Cement Production,omnivore,extra large,3,28,22,198,2746.517448648649,64722.400701292994,307,67973.91814994164
overweight,female,daily,wood,often,20,Yes,walk/bicycle,none,57,very frequently,Steel Manufacturing,pescatarian,large,4,15,18,190,0.0,64683.60898531668,223,65096.60898531668
overweight,male,more frequently,electricity,sometimes,7,No,public,none,1262,very frequently,Logistics,pescatarian,extra large,3,10,1,134,0.0,64706.229153879875,166,65006.229153879875
normal,male,daily,natural gas,often,4,No,public,none,1759,frequently,Automotive Industry,vegan,small,6,39,14,118,0.0,64808.56370013151,319,65245.56370013151
normal,male,more frequently,coal,often,18,No,public,none,1832,frequently,Cement Production,pescatarian,large,6,2,23,206,0.0,64722.400701292994,193,65121.400701292994
underweight,male,more frequently,natural gas,sometimes,21,No,private,petrol,6150,rarely,Automotive Industry,pescatarian,extra large,5,33,0,152,1445.9838740720375,64808.56370013151,310,66716.54757420355
obese,female,more frequently,coal,often,17,Sometimes,walk/bicycle,none,52,frequently,Logistics,pescatarian,medium,2,21,15,234,0.0,64706.229153879875,220,65160.229153879875
normal,male,twice a day,wood,never,7,Sometimes,public,none,1975,never,Cement Production,omnivore,medium,6,39,7,174,0.0,64722.400701292994,392,65288.400701292994
underweight,female,daily,coal,never,8,Sometimes,private,hybrid,9480,never,Steel Manufacturing,vegan,large,7,30,6,166,1422.0,64683.60898531668,281,66552.60898531668
obese,male,twice a day,natural gas,never,14,Sometimes,private,electric,7960,frequently,Cement Production,omnivore,extra large,1,29,13,188,0.0,64722.400701292994,273,65183.400701292994
underweight,female,more frequently,wood,sometimes,19,Yes,public,none,1936,frequently,Automotive Industry,vegetarian,large,4,38,19,178,0.0,64808.56370013151,319,65305.56370013151
overweight,male,twice a day,electricity,often,15,No,walk/bicycle,none,66,never,Automotive Industry,vegan,extra large,1,43,20,160,0.0,64808.56370013151,270,65238.56370013151
underweight,female,twice a day,electricity,never,16,No,walk/bicycle,none,95,frequently,Automotive Industry,pescatarian,medium,5,17,2,142,0.0,64808.56370013151,232,65182.56370013151
normal,female,twice a day,coal,often,6,Sometimes,walk/bicycle,none,75,rarely,Automotive Industry,pescatarian,large,7,46,12,192,0.0,64808.56370013151,417,65417.56370013151
normal,female,more frequently,natural gas,never,7,No,walk/bicycle,none,45,frequently,Steel Manufacturing,omnivore,small,2,38,23,134,0.0,64683.60898531668,343,65160.60898531668
normal,male,more frequently,electricity,often,4,No,walk/bicycle,none,96,frequently,Cement Production,omnivore,small,6,42,23,118,0.0,64722.400701292994,423,65263.400701292994
normal,male,less frequently,electricity,often,17,Yes,public,none,20,frequently,Steel Manufacturing,vegan,small,2,47,15,124,0.0,64683.60898531668,300,65107.60898531668
overweight,male,twice a day,natural gas,never,23,Sometimes,public,none,477,never,Steel Manufacturing,vegan,extra large,5,5,10,186,0.0,64683.60898531668,130,64999.60898531668
underweight,female,daily,wood,never,24,Sometimes,walk/bicycle,none,71,very frequently,Steel Manufacturing,vegan,small,5,15,16,178,0.0,64683.60898531668,186,65047.60898531668
normal,female,less frequently,natural gas,sometimes,18,Sometimes,public,none,323,never,Automotive Industry,omnivore,large,1,7,8,136,0.0,64808.56370013151,158,65102.56370013151
overweight,male,more frequently,coal,never,18,Yes,private,electric,8677,very frequently,Automotive Industry,vegetarian,large,1,42,23,216,0.0,64808.56370013151,298,65322.56370013151
obese,male,more frequently,natural gas,sometimes,12,No,private,lpg,4020,never,Automotive Industry,vegetarian,large,6,48,17,174,1105.8694054054054,64808.56370013151,397,66485.43310553691
obese,male,twice a day,natural gas,sometimes,24,Sometimes,public,none,1265,rarely,Cement Production,vegetarian,small,1,19,3,208,0.0,64722.400701292994,163,65093.400701292994
normal,female,daily,wood,sometimes,5,Sometimes,walk/bicycle,none,99,frequently,Logistics,vegan,large,5,36,22,150,0.0,64706.229153879875,297,65153.229153879875
normal,female,twice a day,electricity,never,5,No,public,none,705,rarely,Automotive Industry,vegan,large,6,34,7,130,0.0,64808.56370013151,287,65225.56370013151
underweight,male,twice a day,natural gas,sometimes,11,Yes,public,none,1861,frequently,Cement Production,omnivore,medium,3,14,17,142,0.0,64722.400701292994,232,65096.400701292994
overweight,male,twice a day,coal,sometimes,18,Yes,walk/bicycle,none,54,very frequently,Automotive Industry,vegan,extra large,5,35,22,226,0.0,64808.56370013151,292,65326.56370013151
underweight,male,twice a day,wood,often,24,Sometimes,walk/bicycle,none,88,frequently,Automotive Industry,omnivore,medium,6,43,19,198,0.0,64808.56370013151,424,65430.56370013151
obese,male,more frequently,wood,often,13,Yes,public,none,1032,frequently,Steel Manufacturing,vegan,large,6,25,4,206,0.0,64683.60898531668,239,65128.60898531668
underweight,male,less frequently,electricity,often,10,Yes,private,electric,7192,never,Steel Manufacturing,pescatarian,extra large,2,36,20,100,0.0,64683.60898531668,300,65083.60898531668
underweight,male,less frequently,natural gas,never,19,Sometimes,walk/bicycle,none,39,frequently,Steel Manufacturing,pescatarian,small,2,35,2,128,0.0,64683.60898531668,277,65088.60898531668
overweight,female,twice a day,coal,often,19,Sometimes,public,none,711,rarely,Cement Production,vegan,extra large,3,37,7,228,0.0,64722.400701292994,257,65207.400701292994
obese,male,daily,wood,never,12,Sometimes,private,hybrid,6761,very frequently,Logistics,omnivore,small,6,47,1,194,1014.15,64706.229153879875,426,66340.37915387987
normal,female,daily,coal,often,10,Sometimes,walk/bicycle,none,29,frequently,Logistics,pescatarian,small,5,4,20,180,0.0,64706.229153879875,185,65071.229153879875
obese,female,daily,coal,often,20,Sometimes,public,none,112,very frequently,Cement Production,vegan,extra large,1,2,15,230,0.0,64722.400701292994,60,65012.400701292994
normal,male,more frequently,natural gas,often,20,No,public,none,836,rarely,Automotive Industry,omnivore,small,4,17,6,160,0.0,64808.56370013151,251,65219.56370013151
underweight,male,twice a day,coal,often,18,Sometimes,walk/bicycle,none,75,very frequently,Cement Production,vegetarian,medium,5,20,19,206,0.0,64722.400701292994,244,65172.400701292994
overweight,male,less frequently,wood,often,6,Yes,walk/bicycle,none,42,never,Automotive Industry,vegan,extra large,6,10,20,152,0.0,64808.56370013151,180,65140.56370013151
obese,male,less frequently,natural gas,never,4,Sometimes,private,hybrid,160,never,Cement Production,vegan,extra large,6,1,23,138,24.0,64722.400701292994,138,65022.400701292994
overweight,female,twice a day,natural gas,often,21,Sometimes,public,none,306,never,Cement Production,pescatarian,small,7,33,11,182,0.0,64722.400701292994,351,65255.400701292994
obese,male,twice a day,coal,never,6,No,public,none,1447,very frequently,Cement Production,vegetarian,small,2,12,6,222,0.0,64722.400701292994,146,65090.400701292994
normal,female,less frequently,natural gas,often,6,Sometimes,private,petrol,5305,frequently,Logistics,omnivore,small,3,48,11,112,1247.3080409678307,64706.229153879875,396,66461.53719484771
overweight,female,twice a day,electricity,sometimes,20,Yes,private,electric,3335,frequently,Steel Manufacturing,pescatarian,extra large,7,15,2,170,0.0,64683.60898531668,252,65105.60898531668
obese,female,twice a day,natural gas,sometimes,23,Sometimes,walk/bicycle,none,86,very frequently,Cement Production,vegetarian,medium,6,34,8,206,0.0,64722.400701292994,318,65246.400701292994
normal,female,daily,electricity,never,2,No,private,hybrid,8700,rarely,Logistics,pescatarian,medium,1,37,22,104,1305.0,64706.229153879875,292,66407.22915387987
normal,female,twice a day,wood,often,6,Sometimes,walk/bicycle,none,68,rarely,Steel Manufacturing,vegetarian,large,2,9,7,172,0.0,64683.60898531668,132,64987.60898531668
underweight,female,more frequently,electricity,never,19,Yes,private,diesel,1579,frequently,Steel Manufacturing,pescatarian,large,7,49,18,138,375.0891942857143,64683.60898531668,438,65634.69817960239
obese,female,twice a day,electricity,never,21,Sometimes,walk/bicycle,none,99,never,Cement Production,vegetarian,extra large,6,4,15,192,0.0,64722.400701292994,175,65089.400701292994
overweight,female,daily,electricity,sometimes,18,No,walk/bicycle,none,38,rarely,Automotive Industry,omnivore,small,7,30,19,146,0.0,64808.56370013151,374,65328.56370013151
normal,male,more frequently,electricity,sometimes,19,No,private,petrol,7526,rarely,Automotive Industry,vegan,medium,2,3,0,148,1769.5080709375857,64808.56370013151,65,66791.0717710691
overweight,female,twice a day,coal,never,10,Yes,walk/bicycle,none,24,rarely,Automotive Industry,vegetarian,small,4,16,8,210,0.0,64808.56370013151,198,65216.56370013151
overweight,female,more frequently,natural gas,never,21,No,public,none,547,very frequently,Cement Production,omnivore,medium,1,0,0,172,0.0,64722.400701292994,115,65009.400701292994
normal,male,twice a day,natural gas,often,5,Sometimes,walk/bicycle,none,32,very frequently,Automotive Industry,vegan,small,3,44,24,140,0.0,64808.56370013151,309,65257.56370013151
overweight,female,daily,wood,never,1,Sometimes,public,none,1799,never,Logistics,vegan,medium,6,50,19,152,0.0,64706.229153879875,379,65237.229153879875
overweight,male,less frequently,coal,often,14,No,private,hybrid,7914,rarely,Logistics,omnivore,large,7,11,15,188,1187.1,64706.229153879875,275,66356.32915387988
overweight,female,less frequently,wood,sometimes,6,Yes,walk/bicycle,none,7,rarely,Logistics,vegetarian,small,7,42,24,152,0.0,64706.229153879875,389,65247.229153879875
normal,female,less frequently,natural gas,often,14,Sometimes,public,none,1539,never,Logistics,pescatarian,extra large,2,26,4,128,0.0,64706.229153879875,234,65068.229153879875
overweight,female,twice a day,wood,never,22,Sometimes,walk/bicycle,none,17,very frequently,Steel Manufacturing,omnivore,extra large,3,11,20,214,0.0,64683.60898531668,220,65117.60898531668
normal,female,twice a day,coal,sometimes,1,Sometimes,walk/bicycle,none,59,never,Logistics,omnivore,extra large,1,20,0,182,0.0,64706.229153879875,215,65103.229153879875
underweight,male,less frequently,electricity,often,23,Sometimes,walk/bicycle,none,17,never,Automotive Industry,omnivore,large,6,43,24,126,0.0,64808.56370013151,429,65363.56370013151
normal,female,daily,electricity,often,1,No,walk/bicycle,none,37,rarely,Cement Production,pescatarian,large,3,10,14,102,0.0,64722.400701292994,179,65003.400701292994
normal,female,daily,coal,often,4,No,walk/bicycle,none,43,rarely,Automotive Industry,vegan,small,1,42,2,168,0.0,64808.56370013151,247,65223.56370013151
normal,male,daily,coal,never,22,Yes,private,diesel,7137,rarely,Logistics,vegetarian,medium,2,17,2,204,1695.3841542857142,64706.229153879875,167,66772.61330816559
obese,female,twice a day,natural gas,often,12,No,public,none,1134,never,Steel Manufacturing,vegan,extra large,1,19,19,184,0.0,64683.60898531668,149,65016.60898531668
normal,male,more frequently,wood,sometimes,2,Sometimes,walk/bicycle,none,0,never,Logistics,omnivore,large,2,45,5,154,0.0,64706.229153879875,360,65220.229153879875
obese,female,twice a day,coal,sometimes,16,Yes,private,electric,7030,rarely,Cement Production,omnivore,small,1,47,1,242,0.0,64722.400701292994,351,65315.400701292994
normal,female,daily,wood,often,14,Yes,public,none,230,very frequently,Automotive Industry,omnivore,large,3,19,7,168,0.0,64808.56370013151,247,65223.56370013151
overweight,male,twice a day,natural gas,often,16,Yes,walk/bicycle,none,40,frequently,Cement Production,pescatarian,large,2,0,1,172,0.0,64722.400701292994,101,64995.400701292994
obese,male,daily,coal,often,1,No,public,none,1966,rarely,Cement Production,omnivore,medium,6,45,20,192,0.0,64722.400701292994,435,65349.400701292994
underweight,male,twice a day,wood,sometimes,22,Yes,walk/bicycle,none,45,frequently,Cement Production,omnivore,extra large,7,35,19,194,0.0,64722.400701292994,399,65315.400701292994
obese,female,less frequently,natural gas,never,21,Yes,private,petrol,5242,rarely,Automotive Industry,vegetarian,large,5,30,2,172,1232.4955232334341,64808.56370013151,277,66490.05922336495
normal,male,more frequently,wood,sometimes,13,Yes,private,hybrid,7450,very frequently,Logistics,vegan,large,5,14,23,176,1117.5,64706.229153879875,188,66187.72915387987
underweight,male,daily,natural gas,never,1,Sometimes,private,petrol,5594,frequently,Cement Production,pescatarian,small,1,48,15,102,1315.2575270827606,64722.400701292994,340,66479.65822837576
underweight,female,less frequently,natural gas,often,6,Sometimes,walk/bicycle,none,72,frequently,Automotive Industry,pescatarian,medium,4,34,9,102,0.0,64808.56370013151,309,65219.56370013151
normal,female,twice a day,wood,often,12,No,public,none,685,never,Steel Manufacturing,omnivore,medium,7,37,1,184,0.0,64683.60898531668,391,65258.60898531668
normal,female,more frequently,electricity,often,10,Yes,public,none,1012,very frequently,Automotive Industry,vegetarian,extra large,1,35,13,130,0.0,64808.56370013151,253,65191.56370013151
obese,male,daily,coal,often,16,Yes,private,petrol,9791,very frequently,Steel Manufacturing,vegetarian,large,6,22,7,222,2302.053351388507,64683.60898531668,257,67464.66233670518
normal,male,less frequently,natural gas,often,0,Yes,private,electric,4252,frequently,Automotive Industry,omnivore,large,1,29,5,100,0.0,64808.56370013151,265,65173.56370013151
obese,male,less frequently,coal,sometimes,14,No,private,lpg,5915,very frequently,Logistics,pescatarian,extra large,2,14,17,208,1627.1685405405406,64706.229153879875,187,66728.39769442042
underweight,male,daily,coal,often,7,Yes,walk/bicycle,none,46,rarely,Cement Production,vegan,large,3,29,8,164,0.0,64722.400701292994,218,65104.400701292994
underweight,male,daily,natural gas,often,17,Yes,public,none,498,never,Logistics,vegetarian,medium,4,2,13,134,0.0,64706.229153879875,133,64973.229153879875
normal,female,twice a day,electricity,sometimes,21,No,walk/bicycle,none,65,rarely,Automotive Industry,pescatarian,extra large,1,29,24,162,0.0,64808.56370013151,254,65224.56370013151
normal,male,less frequently,natural gas,sometimes,7,No,walk/bicycle,none,65,rarely,Cement Production,pescatarian,extra large,4,32,13,114,0.0,64722.400701292994,303,65139.400701292994
underweight,female,less frequently,wood,never,22,Sometimes,public,none,1786,frequently,Steel Manufacturing,omnivore,small,1,4,23,164,0.0,64683.60898531668,158,65005.60898531668
normal,male,twice a day,natural gas,sometimes,0,Yes,public,none,613,rarely,Automotive Industry,omnivore,large,7,3,6,130,0.0,64808.56370013151,226,65164.56370013151
overweight,female,less frequently,electricity,often,11,Sometimes,walk/bicycle,none,71,frequently,Cement Production,pescatarian,large,7,6,1,122,0.0,64722.400701292994,206,65050.400701292994
obese,male,more frequently,wood,sometimes,17,Yes,public,none,1674,very frequently,Steel Manufacturing,vegetarian,extra large,7,28,22,214,0.0,64683.60898531668,317,65214.60898531668
obese,female,more frequently,wood,often,1,Sometimes,private,petrol,9196,frequently,Steel Manufacturing,vegetarian,extra large,3,31,7,182,2162.1573505636516,64683.60898531668,257,67284.76633588033
overweight,female,less frequently,wood,sometimes,1,Yes,walk/bicycle,none,11,rarely,Logistics,vegetarian,medium,6,15,6,142,0.0,64706.229153879875,221,65069.229153879875
underweight,male,daily,wood,often,3,Sometimes,walk/bicycle,none,32,never,Automotive Industry,vegetarian,medium,3,49,16,136,0.0,64808.56370013151,356,65300.56370013151
overweight,male,more frequently,coal,often,20,No,public,none,313,frequently,Steel Manufacturing,omnivore,small,4,3,21,220,0.0,64683.60898531668,196,65099.60898531668
obese,male,more frequently,electricity,sometimes,9,Sometimes,walk/bicycle,none,67,frequently,Cement Production,omnivore,medium,1,43,19,158,0.0,64722.400701292994,349,65229.400701292994
normal,female,daily,coal,sometimes,22,Yes,private,hybrid,3626,frequently,Steel Manufacturing,vegan,medium,4,34,0,204,543.9,64683.60898531668,250,65681.50898531667
overweight,male,twice a day,natural gas,sometimes,8,No,private,hybrid,1044,never,Steel Manufacturing,pescatarian,large,7,33,10,156,156.6,64683.60898531668,350,65346.208985316676
overweight,male,more frequently,coal,never,12,Sometimes,walk/bicycle,none,59,very frequently,Logistics,vegetarian,small,3,24,10,204,0.0,64706.229153879875,225,65135.229153879875
obese,female,twice a day,coal,often,18,Yes,public,none,972,never,Logistics,vegan,extra large,5,40,13,246,0.0,64706.229153879875,308,65260.229153879875
overweight,male,daily,natural gas,sometimes,22,Sometimes,walk/bicycle,none,4,very frequently,Cement Production,vegetarian,large,4,17,6,164,0.0,64722.400701292994,201,65087.400701292994
underweight,male,twice a day,coal,never,19,Sometimes,walk/bicycle,none,99,very frequently,Logistics,omnivore,extra large,4,47,23,208,0.0,64706.229153879875,418,65332.229153879875
normal,female,more frequently,coal,often,15,Sometimes,private,diesel,3167,very frequently,Steel Manufacturing,vegetarian,medium,4,32,12,200,752.3163257142858,64683.60898531668,282,65917.92531103097
normal,male,twice a day,wood,often,3,Sometimes,walk/bicycle,none,98,never,Steel Manufacturing,vegan,medium,2,5,2,166,0.0,64683.60898531668,77,64926.60898531668
overweight,female,twice a day,natural gas,never,17,Sometimes,walk/bicycle,none,86,very frequently,Logistics,pescatarian,large,7,47,0,174,0.0,64706.229153879875,410,65290.229153879875
obese,male,more frequently,electricity,sometimes,11,Sometimes,walk/bicycle,none,36,rarely,Steel Manufacturing,omnivore,medium,2,15,12,162,0.0,64683.60898531668,217,65062.60898531668
obese,male,daily,coal,often,6,No,walk/bicycle,none,71,very frequently,Steel Manufacturing,vegan,medium,5,28,13,202,0.0,64683.60898531668,248,65133.60898531668
overweight,female,daily,natural gas,sometimes,20,Yes,walk/bicycle,none,71,frequently,Cement Production,vegan,medium,4,3,18,160,0.0,64722.400701292994,113,64995.400701292994
underweight,female,less frequently,electricity,sometimes,4,Sometimes,private,electric,3959,rarely,Logistics,omnivore,small,3,15,23,88,0.0,64706.229153879875,243,65037.229153879875
overweight,female,twice a day,electricity,sometimes,3,Yes,private,diesel,4410,never,Steel Manufacturing,pescatarian,medium,7,24,4,136,1047.5892,64683.60898531668,299,66166.19818531668
overweight,male,daily,coal,often,23,Sometimes,walk/bicycle,none,0,never,Logistics,vegan,large,2,40,2,216,0.0,64706.229153879875,252,65174.229153879875
obese,male,less frequently,coal,sometimes,20,Sometimes,public,none,1540,never,Cement Production,pescatarian,extra large,7,23,7,220,0.0,64722.400701292994,297,65239.400701292994
obese,male,daily,coal,never,24,No,public,none,491,rarely,Logistics,pescatarian,extra large,2,11,24,238,0.0,64706.229153879875,179,65123.229153879875
obese,female,more frequently,electricity,sometimes,14,Yes,walk/bicycle,none,6,frequently,Steel Manufacturing,pescatarian,small,3,35,17,168,0.0,64683.60898531668,307,65158.60898531668
normal,male,twice a day,natural gas,sometimes,12,Sometimes,private,hybrid,7944,very frequently,Logistics,vegetarian,large,2,19,14,154,1191.6,64706.229153879875,189,66240.82915387988
obese,male,twice a day,natural gas,sometimes,9,No,private,hybrid,8155,very frequently,Steel Manufacturing,vegan,small,7,5,23,178,1223.25,64683.60898531668,173,66257.85898531668
obese,male,less frequently,natural gas,often,12,No,public,none,1799,very frequently,Steel Manufacturing,vegan,extra large,2,27,16,154,0.0,64683.60898531668,201,65038.60898531668
obese,female,daily,electricity,never,4,No,private,lpg,4024,rarely,Steel Manufacturing,pescatarian,large,3,38,15,138,1106.969772972973,64683.60898531668,320,66248.57875828964
normal,male,twice a day,wood,sometimes,10,No,private,electric,6049,very frequently,Cement Production,vegetarian,medium,1,7,8,180,0.0,64722.400701292994,108,65010.400701292994
overweight,female,more frequently,wood,sometimes,18,Yes,private,petrol,6094,never,Logistics,vegetarian,large,1,7,11,196,1432.8171916414628,64706.229153879875,111,66446.04634552133
overweight,male,less frequently,coal,sometimes,6,No,public,none,887,never,Cement Production,vegetarian,medium,7,44,14,172,0.0,64722.400701292994,389,65283.400701292994
normal,male,daily,coal,never,22,No,private,electric,9897,never,Logistics,vegan,medium,1,17,14,204,0.0,64706.229153879875,134,65044.229153879875
overweight,female,more frequently,electricity,never,19,Sometimes,walk/bicycle,none,60,rarely,Cement Production,vegan,small,6,11,9,158,0.0,64722.400701292994,174,65054.400701292994
obese,male,more frequently,wood,often,12,Yes,private,electric,5291,very frequently,Automotive Industry,vegan,small,3,44,21,204,0.0,64808.56370013151,306,65318.56370013151
overweight,female,more frequently,natural gas,never,12,Sometimes,private,petrol,5409,very frequently,Steel Manufacturing,pescatarian,large,2,4,9,154,1271.7604511960408,64683.60898531668,129,66238.36943651272
